,Unnamed: 0,name,handi,move,shaperate,shapelog,wrbefore,wrafter,wrdiff,trbefore,trafter,trdiff,dist1b,ownbefore,ownafter,owndiff,trstbefore,trstafter,trstdiff,dist01,dist02,dist21,dist0b,dist2b,bdec30,wdec30,own2before,own2after,own2diff,bdecav,wdecav,label
485,485,Oon11_Kob_0329_11,2,37,0.0005633602850139141,-7.481591196639749,0.99538718363598,0.9930220420286636,-0.00236514160731649,18.864217240934465,17.362748160123626,-1.5014690808108426,7.071067811865476,0.220425629681062,0.8040626242463235,-0.5836369945652615,13.486921345223164,11.56686780092307,-1.920053544300094,2.0,2.0,0.0,7.071067811865476,7.071067811865476,0,0,-0.300825026864511,-0.2297896023477827,1.1048876511108343,0.07921893653388369,0.06771824987866842,3
486,486,Oon11_Kob_0329_11,2,65,0.001,-6.907755278982138,0.8614108048507795,0.6257451306850779,-0.2356656741657016,5.8548352515759,0.8761605155297066,-4.978674736046194,4.123105625617661,-0.9107279246061244,-0.8399454554826143,-0.07078246912351016,16.547052646540987,16.33238808892291,-0.21466455761806813,2.0,2.0,0.0,4.123105625617661,4.123105625617661,1,2,-0.1849102801679468,0.015325494295028688,-0.6550351753146676,0.023168716518276927,-0.10664371811353172,2
487,487,Oon11_Kob_0329_11,2,27,0.3531988263130188,-1.0407241332674264,0.9953753211675802,0.9940919729587814,-0.0012833482087988288,26.49990144532515,24.04383270683691,-2.4560687384882414,8.602325267042627,0.4342106564683633,0.4414296252423073,-0.007218968773943956,16.50905083205065,15.499561221322274,-1.0094896107283784,1.4142135623730951,1.4142135623730951,0.0,8.602325267042627,8.602325267042627,0,2,0.1785059159961165,0.2801215571720814,0.2629237092461908,0.0022583810778895037,0.004029550205388685,5
488,488,Oon11_Kob_0329_11,2,43,0.001,-6.907755278982138,0.993823571754502,0.9417006253590106,-0.05212294639549131,29.799731048992108,10.908790217023034,-18.890940831969075,5.0990195135927845,0.1768195864000757,0.19749421551672056,-0.02067462911664486,20.90236052436218,15.046180453230724,-5.8561800711314556,1.0,1.0,0.0,5.0990195135927845,5.0990195135927845,0,4,0.20157957563199969,0.16733069160891026,-0.00408536011527913,0.031550586601655065,0.02944721959633705,8
489,489,Oon11_Kob_0329_11,2,57,0.001,-6.907755278982138,0.9208742190111422,0.7884646950922838,-0.1324095239188584,7.698145693641607,5.3803223538991105,-2.317823339742496,1.0,-0.9517433534934016,-0.905593369239726,-0.04614998425367567,14.496716842788668,16.902169719873836,2.4054528770851693,1.4142135623730951,1.4142135623730951,0.0,1.0,1.0,3,3,-0.29306725067481365,-0.21418611306584845,-0.6125261185649122,0.007498521102583422,0.024971335236271125,1
490,490,Oon09_Sue_0329_9,2,81,0.03406594321131706,-3.3794571265645432,0.002664596741341341,0.003342559053057581,0.0006779623117162402,-7.673075631216066,-12.278418899779039,-4.605343268562974,5.0990195135927845,-0.9691456272424472,-0.960593402718308,-0.008552224524139174,4.9561953828514484,5.687168233313542,0.7309728504620931,1.0,1.0,0.0,5.0990195135927845,5.0990195135927845,2,1,-0.44239965150309135,-0.4397284508995278,-0.5181937512152167,-0.061222328729111035,0.040132751371981135,2
491,491,Oon09_Sue_0329_9,2,19,0.0013173582265153527,-6.6321268912968945,0.9944505650036072,0.9924532816437688,-0.001997283359838286,28.968366863216282,21.69343064585868,-7.274936217357607,5.0990195135927845,0.10362449481326126,0.0424679180609065,0.06115657675235476,19.655091536353122,16.149282299111313,-3.505809237241813,2.8284271247461903,2.8284271247461903,0.0,5.0990195135927845,5.0990195135927845,0,2,0.3789168001095208,0.3873609318011273,-0.3364488820486143,-0.11137878202467938,0.040105426732021526,7
492,492,Oon09_Sue_0329_9,2,21,0.0007088436977937818,-7.25187551018745,0.9918871574300168,0.9223002910979774,-0.06958686633203925,23.62987968200933,12.655622257179472,-10.974257424829862,5.385164807134505,0.2914426147206177,0.3011045722378482,-0.00966195751723048,18.33409690585753,16.979959416452466,-1.354137489405069,1.0,1.0,0.0,5.385164807134505,5.385164807134505,2,0,0.18870689581862068,0.14246800819553113,0.11239767641922753,0.018825927189901448,-0.007712117323534995,1
493,493,Oon09_Sue_0329_9,2,43,0.001,-6.907755278982138,0.501997988956376,0.3580639416914826,-0.14393404726489345,-1.4001886519636708,-4.4142367399717335,-3.014048088008063,8.246211251235321,0.9256986543670352,0.8859678562813365,0.03973079808569868,21.13366813316173,17.498491688693658,-3.635176444468073,1.0,1.0,0.0,8.246211251235321,8.246211251235321,1,10,0.8161822783185622,0.636112408723406,0.06978557796277429,-0.038298963542849514,0.051126730184756615,1
494,494,Oon09_Sue_0329_9,2,89,0.0015208141412585974,-6.488509468267663,0.002321928490369052,0.0015622773059449366,-0.0007596511844241148,-8.40292592380648,-12.64488396237288,-4.2419580385664,11.401754250991381,-0.5145038815320064,-0.4042697645493364,-0.11023411698267004,5.702463838859204,4.5162122922895485,-1.1862515465696557,1.0,1.0,0.0,11.401754250991381,11.401754250991381,1,1,0.3360597878077936,0.33567770412859904,-0.74032955235713,0.0009546754028696148,-0.00039248051503082415,2
495,495,Oon14_Kob_0329_14,2,29,0.001,-6.907755278982138,0.996688552225236,0.9950914753993478,-0.0015970768258880552,30.848604024007827,27.496762921112055,-3.3518411028957686,5.830951894845301,-0.06929099927290913,-0.2319004480284232,0.16260944875551406,18.120241948253007,18.1992073695083,0.07896542125529392,4.47213595499958,4.47213595499958,0.0,5.830951894845301,5.830951894845301,1,0,0.0,0.0,-0.2319004480284232,0.0225411744976749,0.055425799229349454,2
496,496,Oon14_Kob_0329_14,2,57,0.0006228498532436787,-7.381205074252849,0.996033906637348,0.990710962943725,-0.0053229436936231824,27.02627206107212,22.945850082768906,-4.080421978303214,7.280109889280517,0.12888883382257774,-0.32289350687718205,0.4517823406997598,13.090025467439116,14.264672603950519,1.1746471365114033,1.4142135623730951,1.4142135623730951,0.0,7.280109889280517,7.280109889280517,0,0,-0.22147785849293755,-0.3731001729383082,-0.1014156483842445,0.0073063434970443986,0.0016943671196878796,5
497,497,Oon14_Kob_0329_14,2,31,0.07649549096822739,-2.5705234814785696,0.9954377599913078,0.9961218148302328,0.0006840548389250857,31.371716294924326,25.605344790807692,-5.766371504116634,7.6157731058639095,-0.031951777134262595,0.8733031041203954,-0.905254881254658,19.75563370420377,15.943283944360076,-3.8123497598436966,7.071067811865476,7.071067811865476,0.0,7.6157731058639095,7.6157731058639095,0,4,-0.20123858198877545,-0.2028483072392385,1.0745416861091708,0.04888715059748305,0.05058054697160989,8
498,498,Oon14_Kob_0329_14,2,61,0.06426353752613068,-2.7447628766052947,0.9934098679377716,0.9790643838200908,-0.014345484117680772,23.990581224371056,20.50004351423387,-3.4905377101371897,6.4031242374328485,-0.9027430676147628,-0.8325699056953174,-0.07017316191944545,12.393964430060565,18.8911499962208,6.497185566160235,1.4142135623730951,1.4142135623730951,0.0,6.4031242374328485,6.4031242374328485,2,4,-0.35963109497449103,-0.5997139641252297,-0.4729388107208264,0.0077808608170156016,-0.03627179245000189,7
499,499,Oon14_Kob_0329_14,2,53,0.07381871342658998,-2.606143010053025,0.996967214857289,0.9910141261621928,-0.005953088695096143,28.667884806224972,20.99668169493096,-7.671203111294009,10.0,-0.7413492989668198,-0.9150742998925041,0.1737250009256842,14.287869147440311,12.285187471551753,-2.00268167588856,4.0,4.0,0.0,10.0,10.0,3,2,-0.24546065339396644,-0.4060334636393868,-0.6696136464985376,0.0018382866921929227,0.007742458204586101,0
